source,target,length_km,speed_kph,name
n3503,n3403,0.6672,35,D Lane
n3503,n3502,0.6627,60,36th Avenue
n3503,n3504,0.6627,60,36th Avenue
n3503,n3603,0.6672,35,D Lane
n3504,n3404,0.6672,35,E Lane
n3504,n3503,0.6627,60,36th Avenue
n3504,n3505,0.6627,60,36th Avenue
n3505,n3405,0.6672,60,F Boulevard
n3505,n3504,0.6627,60,36th Avenue
n3505,n3506,0.6627,60,36th Avenue
n3505,n3605,0.6672,60,F Boulevard
n3506,n3406,0.6672,35,G Lane
n3506,n3505,0.6627,60,36th Avenue
n3506,n3507,0.6627,60,36th Avenue
n3506,n3606,0.6672,35,G Lane
n3507,n3407,0.6672,35,H Lane
n3507,n3506,0.6627,60,36th Avenue
n3507,n3508,0.6627,60,36th Avenue
n3507,n3607,0.6672,35,H Lane
n3508,n3408,0.6672,35,I Lane
n3508,n3507,0.6627,60,36th Avenue
n3508,n3509,0.6627,60,36th Avenue
n3508,n3608,0.6672,35,I Lane
n3509,n3409,0.6672,35,J Lane
n3509,n3508,0.6627,60,36th Avenue
n3509,n3510,0.6627,60,36th Avenue
n3509,n3609,0.6672,35,J Lane
n3510,n3410,0.6672,60,K Boulevard
n3510,n3509,0.6627,60,36th Avenue
n3510,n3511,0.6627,60,36th Avenue
n3510,n3610,0.6672,60,K Boulevard
n3511,n3411,0.6672,35,L Lane
n3511,n3510,0.6627,60,36th Avenue
n3511,n3512,0.6627,60,36th Avenue
n3511,n3611,0.6672,35,L Lane
n3512,n3412,0.6672,35,M Lane
n3512,n3511,0.6627,60,36th Avenue
n3512,n3513,0.6627,60,36th Avenue
n3513,n3413,0.6672,35,N Lane
n3513,n3512,0.6627,60,36th Avenue
n3513,n3514,0.6627,60,36th Avenue
n3513,n3613,0.6672,35,N Lane
n3514,n3414,0.6672,35,O Lane
n3514,n3513,0.6627,60,36th Avenue
n3514,n3515,0.6627,60,36th Avenue
n3514,n3614,0.6672,35,O Lane
n3515,n3415,0.6672,60,P Boulevard
n3515,n3514,0.6627,60,36th Avenue
n3515,n3516,0.6627,60,36th Avenue
n3515,n3615,0.6672,60,P Boulevard
n3516,n3416,0.6672,35,Q Lane
n3516,n3515,0.6627,60,36th Avenue
n3516,n3517,0.6627,60,36th Avenue
n3516,n3616,0.6672,35,Q Lane
n3517,n3417,0.6672,35,R Lane
n3517,n3516,0.6627,60,36th Avenue
n3517,n3518,0.6627,60,36th Avenue
n3517,n3617,0.6672,35,R Lane
n3518,n3418,0.6672,35,S Lane
n3518,n3517,0.6627,60,36th Avenue
n3518,n3519,0.6627,60,36th Avenue
n3518,n3618,0.6672,35,S Lane
n3519,n3419,0.6672,35,T Lane
n3519,n3518,0.6627,60,36th Avenue
n3519,n3520,0.6627,60,36th Avenue
n3519,n3619,0.6672,35,T Lane
n3520,n3420,0.6672,60,U Boulevard
n3520,n3519,0.6627,60,36th Avenue
n3520,n3521,0.6627,60,36th Avenue
n3520,n3620,0.6672,60,U Boulevard
n3521,n3421,0.6672,35,V Lane
n3521,n3520,0.6627,60,36th Avenue
n3521,n3522,0.6627,60,36th Avenue
n3521,n3621,0.6672,35,V Lane
n3522,n3422,0.6672,35,W Lane
n3522,n3521,0.6627,60,36th Avenue
n3522,n3523,0.6627,60,36th Avenue
n3522,n3622,0.6672,35,W Lane
n3523,n3423,0.6672,35,X Lane
n3523,n3522,0.6627,60,36th Avenue
n3523,n3524,0.6627,60,36th Avenue
n3523,n3623,0.6672,35,X Lane
n3524,n3424,0.6672,35,Y Lane
n3524,n3523,0.6627,60,36th Avenue
n3524,n3525,0.6627,60,36th Avenue
n3524,n3624,0.6672,35,Y Lane
n3525,n3425,0.6672,60,Z Boulevard
n3525,n3524,0.6627,60,36th Avenue
n3525,n3526,0.6627,60,36th Avenue
n3525,n3625,0.6672,60,Z Boulevard
n3526,n3426,0.6672,35,AA Lane
n3526,n3525,0.6627,60,36th Avenue
n3526,n3527,0.6627,60,36th Avenue
n3526,n3626,0.6672,35,AA Lane
n3527,n3526,0.6627,60,36th Avenue
n3527,n3528,0.6627,60,36th Avenue
n3527,n3627,0.6672,35,AB Lane
n3528,n3428,0.6672,35,AC Lane
n3528,n3527,0.6627,60,36th Avenue
n3528,n3529,0.6627,60,36th Avenue
n3528,n3628,0.6672,35,AC Lane
n3529,n3429,0.6672,35,AD Lane
n3529,n3528,0.6627,60,36th Avenue
n3529,n3530,0.6627,60,36th Avenue
n3529,n3629,0.6672,35,AD Lane
n3530,n3430,0.6672,60,AE Boulevard
n3530,n3529,0.6627,60,36th Avenue
n3530,n3531,0.6627,60,36th Avenue
n3530,n3630,0.6672,60,AE Boulevard
n3531,n3431,0.6672,35,AF Lane
n3531,n3530,0.6627,60,36th Avenue
n3531,n3532,0.6627,60,36th Avenue
n3531,n3631,0.6672,35,AF Lane
n3532,n3432,0.6672,35,AG Lane
n3532,n3531,0.6627,60,36th Avenue
n3532,n3533,0.6627,60,36th Avenue
n3532,n3632,0.6672,35,AG Lane
n3533,n3433,0.6672,35,AH Lane
n3533,n3532,0.6627,60,36th Avenue
n3533,n3534,0.6627,60,36th Avenue
n3533,n3633,0.6672,35,AH Lane
n3534,n3434,0.6672,35,AI Lane
n3534,n3533,0.6627,60,36th Avenue
n3534,n3535,0.6627,60,36th Avenue
n3534,n3634,0.6672,35,AI Lane
n3535,n3435,0.6672,60,AJ Boulevard
n3535,n3534,0.6627,60,36th Avenue
n3535,n3536,0.6627,60,36th Avenue
n3535,n3635,0.6672,60,AJ Boulevard
n3536,n3436,0.6672,35,AK Lane
n3536,n3535,0.6627,60,36th Avenue
n3536,n3537,0.6627,60,36th Avenue
n3536,n3636,0.6672,35,AK Lane
n3537,n3437,0.6672,35,AL Lane
n3537,n3536,0.6627,60,36th Avenue
n3537,n3538,0.6627,60,36th Avenue
n3537,n3637,0.6672,35,AL Lane
n3538,n3438,0.6672,35,AM Lane
n3538,n3537,0.6627,60,36th Avenue
n3538,n3539,0.6627,60,36th Avenue
n3539,n3439,0.6672,35,AN Lane
n3539,n3538,0.6627,60,36th Avenue
n3539,n3639,0.6672,35,AN Lane
n3539,n3039,3.3359,100,Ring Motorway
n3539,n3934,4.2544,100,Ring Motorway
n3600,n3500,0.6672,60,A Boulevard
n3600,n3601,0.6627,35,37th Street
n3600,n3700,0.6672,60,A Boulevard
n3601,n3501,0.6672,35,B Lane
n3601,n3600,0.6627,35,37th Street
n3601,n3701,0.6672,35,B Lane
n3602,n3502,0.6672,35,C Lane
n3602,n3603,0.6627,35,37th Street
n3603,n3503,0.6672,35,D Lane
n3603,n3602,0.6627,35,37th Street
n3603,n3604,0.6627,35,37th Street
n3603,n3703,0.6672,35,D Lane
n3604,n3603,0.6627,35,37th Street
n3604,n3605,0.6627,35,37th Street
n3604,n3704,0.6672,35,E Lane
n3605,n3505,0.6672,60,F Boulevard
n3605,n3604,0.6627,35,37th Street
n3605,n3606,0.6627,35,37th Street
n3605,n3705,0.6672,60,F Boulevard
n3606,n3506,0.6672,35,G Lane
n3606,n3605,0.6627,35,37th Street
n3606,n3607,0.6627,35,37th Street
n3606,n3706,0.6672,35,G Lane
n3607,n3507,0.6672,35,H Lane
n3607,n3606,0.6627,35,37th Street
n3607,n3608,0.6627,35,37th Street
n3607,n3707,0.6672,35,H Lane
n3608,n3508,0.6672,35,I Lane
n3608,n3607,0.6627,35,37th Street
n3608,n3609,0.6627,35,37th Street
n3608,n3708,0.6672,35,I Lane
n3609,n3509,0.6672,35,J Lane
n3609,n3608,0.6627,35,37th Street
n3609,n3610,0.6627,35,37th Street
n3609,n3709,0.6672,35,J Lane
n3610,n3510,0.6672,60,K Boulevard
n3610,n3609,0.6627,35,37th Street
n3610,n3611,0.6627,35,37th Street
n3610,n3710,0.6672,60,K Boulevard
n3611,n3511,0.6672,35,L Lane
n3611,n3610,0.6627,35,37th Street
n3611,n3711,0.6672,35,L Lane
n3612,n3613,0.6627,35,37th Street
n3612,n3712,0.6672,35,M Lane
n3613,n3513,0.6672,35,N Lane
n3613,n3612,0.6627,35,37th Street
n3613,n3713,0.6672,35,N Lane
n3614,n3514,0.6672,35,O Lane
n3614,n3615,0.6627,35,37th Street
n3614,n3714,0.6672,35,O Lane
n3615,n3515,0.6672,60,P Boulevard
n3615,n3614,0.6627,35,37th Street
n3615,n3616,0.6627,35,37th Street
n3615,n3715,0.6672,60,P Boulevard
n3616,n3516,0.6672,35,Q Lane
n3616,n3615,0.6627,35,37th Street
n3616,n3617,0.6627,35,37th Street
n3616,n3716,0.6672,35,Q Lane
n3617,n3517,0.6672,35,R Lane
n3617,n3616,0.6627,35,37th Street
n3617,n3618,0.6627,35,37th Street
n3617,n3717,0.6672,35,R Lane
n3618,n3518,0.6672,35,S Lane
n3618,n3617,0.6627,35,37th Street
n3618,n3619,0.6627,35,37th Street
n3618,n3718,0.6672,35,S Lane
n3619,n3519,0.6672,35,T Lane
n3619,n3618,0.6627,35,37th Street
n3619,n3620,0.6627,35,37th Street
n3619,n3719,0.6672,35,T Lane
n3620,n3520,0.6672,60,U Boulevard
n3620,n3619,0.6627,35,37th Street
n3620,n3621,0.6627,35,37th Street
n3620,n3720,0.6672,60,U Boulevard
n3621,n3521,0.6672,35,V Lane
n3621,n3620,0.6627,35,37th Street
n3621,n3622,0.6627,35,37th Street
n3621,n3721,0.6672,35,V Lane
n3622,n3522,0.6672,35,W Lane
n3622,n3621,0.6627,35,37th Street
n3622,n3623,0.6627,35,37th Street
n3622,n3722,0.6672,35,W Lane
n3623,n3523,0.6672,35,X Lane
n3623,n3622,0.6627,35,37th Street
n3623,n3624,0.6627,35,37th Street
n3623,n3723,0.6672,35,X Lane
n3624,n3524,0.6672,35,Y Lane
n3624,n3623,0.6627,35,37th Street
n3624,n3625,0.6627,35,37th Street
n3624,n3724,0.6672,35,Y Lane
n3625,n3525,0.6672,60,Z Boulevard
n3625,n3624,0.6627,35,37th Street
n3625,n3626,0.6627,35,37th Street
n3625,n3725,0.6672,60,Z Boulevard
n3626,n3526,0.6672,35,AA Lane
n3626,n3625,0.6627,35,37th Street
n3626,n3627,0.6627,35,37th Street
n3627,n3527,0.6672,35,AB Lane
n3627,n3626,0.6627,35,37th Street
n3627,n3628,0.6627,35,37th Street
n3627,n3727,0.6672,35,AB Lane
n3628,n3528,0.6672,35,AC Lane
n3628,n3627,0.6627,35,37th Street
n3628,n3629,0.6627,35,37th Street
n3628,n3728,0.6672,35,AC Lane
n3629,n3529,0.6672,35,AD Lane
n3629,n3628,0.6627,35,37th Street
n3629,n3630,0.6627,35,37th Street
n3629,n3729,0.6672,35,AD Lane
n3630,n3530,0.6672,60,AE Boulevard
n3630,n3629,0.6627,35,37th Street
n3630,n3631,0.6627,35,37th Street
n3630,n3730,0.6672,60,AE Boulevard
n3631,n3531,0.6672,35,AF Lane
n3631,n3630,0.6627,35,37th Street
n3631,n3632,0.6627,35,37th Street
n3631,n3731,0.6672,35,AF Lane
n3632,n3532,0.6672,35,AG Lane
n3632,n3631,0.6627,35,37th Street
n3632,n3633,0.6627,35,37th Street
n3632,n3732,0.6672,35,AG Lane
n3633,n3533,0.6672,35,AH Lane
n3633,n3632,0.6627,35,37th Street
n3633,n3634,0.6627,35,37th Street
n3633,n3733,0.6672,35,AH Lane
n3634,n3534,0.6672,35,AI Lane
n3634,n3633,0.6627,35,37th Street
n3634,n3635,0.6627,35,37th Street
n3634,n3734,0.6672,35,AI Lane
n3635,n3535,0.6672,60,AJ Boulevard
n3635,n3634,0.6627,35,37th Street
n3635,n3636,0.6627,35,37th Street
n3635,n3735,0.6672,60,AJ Boulevard
n3636,n3536,0.6672,35,AK Lane
n3636,n3635,0.6627,35,37th Street
n3636,n3637,0.6627,35,37th Street
n3637,n3537,0.6672,35,AL Lane
n3637,n3636,0.6627,35,37th Street
n3637,n3638,0.6627,35,37th Street
n3637,n3737,0.6672,35,AL Lane
n3638,n3637,0.6627,35,37th Street
n3638,n3639,0.6627,35,37th Street
n3638,n3738,0.6672,35,AM Lane
n3639,n3539,0.6672,35,AN Lane
n3639,n3638,0.6627,35,37th Street
n3639,n3739,0.6672,35,AN Lane
n3700,n3600,0.6672,60,A Boulevard
n3700,n3701,0.6627,35,38th Street
n3700,n3800,0.6672,60,A Boulevard
n3701,n3601,0.6672,35,B Lane
n3701,n3700,0.6627,35,38th Street
n3701,n3702,0.6627,35,38th Street
n3701,n3801,0.6672,35,B Lane
n3702,n3701,0.6627,35,38th Street
n3702,n3802,0.6672,35,C Lane
n3703,n3603,0.6672,35,D Lane
n3703,n3704,0.6627,35,38th Street
n3703,n3803,0.6672,35,D Lane
n3704,n3604,0.6672,35,E Lane
n3704,n3703,0.6627,35,38th Street
n3704,n3705,0.6627,35,38th Street
n3704,n3804,0.6672,35,E Lane
n3705,n3605,0.6672,60,F Boulevard
n3705,n3704,0.6627,35,38th Street
n3705,n3706,0.6627,35,38th Street
n3705,n3805,0.6672,60,F Boulevard
n3706,n3606,0.6672,35,G Lane
n3706,n3705,0.6627,35,38th Street
n3706,n3707,0.6627,35,38th Street
n3706,n3806,0.6672,35,G Lane
n3707,n3607,0.6672,35,H Lane
n3707,n3706,0.6627,35,38th Street
n3707,n3708,0.6627,35,38th Street
n3707,n3807,0.6672,35,H Lane
n3708,n3608,0.6672,35,I Lane
n3708,n3707,0.6627,35,38th Street
n3708,n3709,0.6627,35,38th Street
n3708,n3808,0.6672,35,I Lane
n3709,n3609,0.6672,35,J Lane
n3709,n3708,0.6627,35,38th Street
n3709,n3710,0.6627,35,38th Street
n3709,n3809,0.6672,35,J Lane
n3710,n3610,0.6672,60,K Boulevard
n3710,n3709,0.6627,35,38th Street
n3710,n3711,0.6627,35,38th Street
n3710,n3810,0.6672,60,K Boulevard
n3711,n3611,0.6672,35,L Lane
n3711,n3710,0.6627,35,38th Street
n3711,n3712,0.6627,35,38th Street
n3711,n3811,0.6672,35,L Lane
n3712,n3612,0.6672,35,M Lane
n3712,n3711,0.6627,35,38th Street
n3712,n3713,0.6627,35,38th Street
n3712,n3812,0.6672,35,M Lane
n3713,n3613,0.6672,35,N Lane
n3713,n3712,0.6627,35,38th Street
n3713,n3714,0.6627,35,38th Street
n3713,n3813,0.6672,35,N Lane
n3714,n3614,0.6672,35,O Lane
n3714,n3713,0.6627,35,38th Street
n3714,n3715,0.6627,35,38th Street
n3715,n3615,0.6672,60,P Boulevard
n3715,n3714,0.6627,35,38th Street
n3715,n3716,0.6627,35,38th Street
n3715,n3815,0.6672,60,P Boulevard
n3716,n3616,0.6672,35,Q Lane
n3716,n3715,0.6627,35,38th Street
n3716,n3717,0.6627,35,38th Street
n3716,n3816,0.6672,35,Q Lane
n3717,n3617,0.6672,35,R Lane
n3717,n3716,0.6627,35,38th Street
n3717,n3718,0.6627,35,38th Street
n3717,n3817,0.6672,35,R Lane
n3718,n3618,0.6672,35,S Lane
n3718,n3717,0.6627,35,38th Street
n3718,n3719,0.6627,35,38th Street
n3718,n3818,0.6672,35,S Lane
n3719,n3619,0.6672,35,T Lane
n3719,n3718,0.6627,35,38th Street
n3719,n3720,0.6627,35,38th Street
n3719,n3819,0.6672,35,T Lane
n3720,n3620,0.6672,60,U Boulevard
n3720,n3719,0.6627,35,38th Street
n3720,n3721,0.6627,35,38th Street
n3720,n3820,0.6672,60,U Boulevard
n3721,n3621,0.6672,35,V Lane
n3721,n3720,0.6627,35,38th Street
n3721,n3722,0.6627,35,38th Street
n3721,n3821,0.6672,35,V Lane
n3722,n3622,0.6672,35,W Lane
n3722,n3721,0.6627,35,38th Street
n3722,n3822,0.6672,35,W Lane
n3723,n3623,0.6672,35,X Lane
n3723,n3724,0.6627,35,38th Street
n3723,n3823,0.6672,35,X Lane
n3724,n3624,0.6672,35,Y Lane
n3724,n3723,0.6627,35,38th Street
n3724,n3725,0.6627,35,38th Street
n3724,n3824,0.6672,35,Y Lane
n3725,n3625,0.6672,60,Z Boulevard
n3725,n3724,0.6627,35,38th Street
n3725,n3726,0.6627,35,38th Street
n3725,n3825,0.6672,60,Z Boulevard
n3726,n3725,0.6627,35,38th Street
n3726,n3727,0.6627,35,38th Street
n3726,n3826,0.6672,35,AA Lane
n3727,n3627,0.6672,35,AB Lane
n3727,n3726,0.6627,35,38th Street
n3727,n3728,0.6627,35,38th Street
n3727,n3827,0.6672,35,AB Lane
n3728,n3628,0.6672,35,AC Lane
n3728,n3727,0.6627,35,38th Street
n3728,n3729,0.6627,35,38th Street
n3728,n3828,0.6672,35,AC Lane
n3729,n3629,0.6672,35,AD Lane
n3729,n3728,0.6627,35,38th Street
n3729,n3730,0.6627,35,38th Street
n3729,n3829,0.6672,35,AD Lane
n3730,n3630,0.6672,60,AE Boulevard
n3730,n3729,0.6627,35,38th Street
n3730,n3731,0.6627,35,38th Street
n3730,n3830,0.6672,60,AE Boulevard
n3731,n3631,0.6672,35,AF Lane
n3731,n3730,0.6627,35,38th Street
n3731,n3732,0.6627,35,38th Street
n3732,n3632,0.6672,35,AG Lane
n3732,n3731,0.6627,35,38th Street
n3732,n3733,0.6627,35,38th Street
n3732,n3832,0.6672,35,AG Lane
n3733,n3633,0.6672,35,AH Lane
n3733,n3732,0.6627,35,38th Street
n3733,n3734,0.6627,35,38th Street
n3733,n3833,0.6672,35,AH Lane
n3734,n3634,0.6672,35,AI Lane
n3734,n3733,0.6627,35,38th Street
n3734,n3735,0.6627,35,38th Street
n3734,n3834,0.6672,35,AI Lane
n3735,n3635,0.6672,60,AJ Boulevard
n3735,n3734,0.6627,35,38th Street
n3735,n3736,0.6627,35,38th Street
n3735,n3835,0.6672,60,AJ Boulevard
n3736,n3735,0.6627,35,38th Street
n3736,n3737,0.6627,35,38th Street
n3736,n3836,0.6672,35,AK Lane
n3737,n3637,0.6672,35,AL Lane
n3737,n3736,0.6627,35,38th Street
n3737,n3738,0.6627,35,38th Street
n3737,n3837,0.6672,35,AL Lane
n3738,n3638,0.6672,35,AM Lane
n3738,n3737,0.6627,35,38th Street
n3738,n3739,0.6627,35,38th Street
n3738,n3838,0.6672,35,AM Lane
n3739,n3639,0.6672,35,AN Lane
n3739,n3738,0.6627,35,38th Street
n3739,n3839,0.6672,35,AN Lane
n3800,n3700,0.6672,60,A Boulevard
n3800,n3801,0.6626,35,39th Street
n3800,n3900,0.6672,60,A Boulevard
n3801,n3701,0.6672,35,B Lane
n3801,n3800,0.6626,35,39th Street
n3801,n3802,0.6626,35,39th Street
n3801,n3901,0.6672,35,B Lane
n3802,n3702,0.6672,35,C Lane
n3802,n3801,0.6626,35,39th Street
n3802,n3803,0.6626,35,39th Street
n3802,n3902,0.6672,35,C Lane
n3803,n3703,0.6672,35,D Lane
n3803,n3802,0.6626,35,39th Street
n3803,n3804,0.6626,35,39th Street
n3803,n3903,0.6672,35,D Lane
n3804,n3704,0.6672,35,E Lane
n3804,n3803,0.6626,35,39th Street
n3804,n3805,0.6626,35,39th Street
n3804,n3904,0.6672,35,E Lane
n3805,n3705,0.6672,60,F Boulevard
n3805,n3804,0.6626,35,39th Street
n3805,n3806,0.6626,35,39th Street
n3805,n3905,0.6672,60,F Boulevard
n3806,n3706,0.6672,35,G Lane
n3806,n3805,0.6626,35,39th Street
n3806,n3807,0.6626,35,39th Street
n3806,n3906,0.6672,35,G Lane
n3807,n3707,0.6672,35,H Lane
n3807,n3806,0.6626,35,39th Street
n3807,n3808,0.6626,35,39th Street
n3807,n3907,0.6672,35,H Lane
n3808,n3708,0.6672,35,I Lane
n3808,n3807,0.6626,35,39th Street
n3808,n3809,0.6626,35,39th Street
n3808,n3908,0.6672,35,I Lane
n3809,n3709,0.6672,35,J Lane
n3809,n3808,0.6626,35,39th Street
n3809,n3810,0.6626,35,39th Street
n3809,n3909,0.6672,35,J Lane
n3810,n3710,0.6672,60,K Boulevard
n3810,n3809,0.6626,35,39th Street
n3810,n3811,0.6626,35,39th Street
n3810,n3910,0.6672,60,K Boulevard
n3811,n3711,0.6672,35,L Lane
n3811,n3810,0.6626,35,39th Street
n3811,n3812,0.6626,35,39th Street
n3811,n3911,0.6672,35,L Lane
n3812,n3712,0.6672,35,M Lane
n3812,n3811,0.6626,35,39th Street
n3812,n3813,0.6626,35,39th Street
n3812,n3912,0.6672,35,M Lane
n3813,n3713,0.6672,35,N Lane
n3813,n3812,0.6626,35,39th Street
n3813,n3814,0.6626,35,39th Street
n3813,n3913,0.6672,35,N Lane
n3814,n3813,0.6626,35,39th Street
n3814,n3815,0.6626,35,39th Street
n3814,n3914,0.6672,35,O Lane
n3815,n3715,0.6672,60,P Boulevard
n3815,n3814,0.6626,35,39th Street
n3815,n3816,0.6626,35,39th Street
n3815,n3915,0.6672,60,P Boulevard
n3816,n3716,0.6672,35,Q Lane
n3816,n3815,0.6626,35,39th Street
n3816,n3916,0.6672,35,Q Lane
n3817,n3717,0.6672,35,R Lane
n3817,n3818,0.6626,35,39th Street
n3817,n3917,0.6672,35,R Lane
n3818,n3718,0.6672,35,S Lane
n3818,n3817,0.6626,35,39th Street
n3818,n3819,0.6626,35,39th Street
n3818,n3918,0.6672,35,S Lane
n3819,n3719,0.6672,35,T Lane
n3819,n3818,0.6626,35,39th Street
n3819,n3919,0.6672,35,T Lane
n3820,n3720,0.6672,60,U Boulevard
n3820,n3821,0.6626,35,39th Street
n3820,n3920,0.6672,60,U Boulevard
n3821,n3721,0.6672,35,V Lane
n3821,n3820,0.6626,35,39th Street
n3821,n3822,0.6626,35,39th Street
n3821,n3921,0.6672,35,V Lane
n3822,n3722,0.6672,35,W Lane
n3822,n3821,0.6626,35,39th Street
n3822,n3823,0.6626,35,39th Street
n3822,n3922,0.6672,35,W Lane
n3823,n3723,0.6672,35,X Lane
n3823,n3822,0.6626,35,39th Street
n3823,n3824,0.6626,35,39th Street
n3823,n3923,0.6672,35,X Lane
n3824,n3724,0.6672,35,Y Lane
n3824,n3823,0.6626,35,39th Street
n3824,n3825,0.6626,35,39th Street
n3824,n3924,0.6672,35,Y Lane
n3825,n3725,0.6672,60,Z Boulevard
n3825,n3824,0.6626,35,39th Street
n3825,n3826,0.6626,35,39th Street
n3825,n3925,0.6672,60,Z Boulevard
n3826,n3726,0.6672,35,AA Lane
n3826,n3825,0.6626,35,39th Street
n3826,n3827,0.6626,35,39th Street
n3826,n3926,0.6672,35,AA Lane
n3827,n3727,0.6672,35,AB Lane
n3827,n3826,0.6626,35,39th Street
n3827,n3828,0.6626,35,39th Street
n3827,n3927,0.6672,35,AB Lane
n3828,n3728,0.6672,35,AC Lane
n3828,n3827,0.6626,35,39th Street
n3828,n3829,0.6626,35,39th Street
n3828,n3928,0.6672,35,AC Lane
n3829,n3729,0.6672,35,AD Lane
n3829,n3828,0.6626,35,39th Street
n3829,n3830,0.6626,35,39th Street
n3829,n3929,0.6672,35,AD Lane
n3830,n3730,0.6672,60,AE Boulevard
n3830,n3829,0.6626,35,39th Street
n3830,n3831,0.6626,35,39th Street
n3830,n3930,0.6672,60,AE Boulevard
n3831,n3830,0.6626,35,39th Street
n3831,n3832,0.6626,35,39th Street
n3831,n3931,0.6672,35,AF Lane
n3832,n3732,0.6672,35,AG Lane
n3832,n3831,0.6626,35,39th Street
n3832,n3833,0.6626,35,39th Street
n3832,n3932,0.6672,35,AG Lane
n3833,n3733,0.6672,35,AH Lane
n3833,n3832,0.6626,35,39th Street
n3833,n3834,0.6626,35,39th Street
n3834,n3734,0.6672,35,AI Lane
n3834,n3833,0.6626,35,39th Street
n3834,n3835,0.6626,35,39th Street
n3834,n3934,0.6672,35,AI Lane
n3835,n3735,0.6672,60,AJ Boulevard
n3835,n3834,0.6626,35,39th Street
n3835,n3836,0.6626,35,39th Street
n3835,n3935,0.6672,60,AJ Boulevard
n3836,n3736,0.6672,35,AK Lane
n3836,n3835,0.6626,35,39th Street
n3836,n3936,0.6672,35,AK Lane
n3837,n3737,0.6672,35,AL Lane
n3837,n3838,0.6626,35,39th Street
n3837,n3937,0.6672,35,AL Lane
n3838,n3738,0.6672,35,AM Lane
n3838,n3837,0.6626,35,39th Street
n3838,n3839,0.6626,35,39th Street
n3838,n3938,0.6672,35,AM Lane
n3839,n3739,0.6672,35,AN Lane
n3839,n3838,0.6626,35,39th Street
n3839,n3939,0.6672,35,AN Lane
n3900,n3800,0.6672,60,A Boulevard
n3900,n3901,0.6626,35,40th Street
n3901,n3801,0.6672,35,B Lane
n3901,n3900,0.6626,35,40th Street
n3901,n3902,0.6626,35,40th Street
n3902,n3802,0.6672,35,C Lane
n3902,n3901,0.6626,35,40th Street
n3902,n3903,0.6626,35,40th Street
n3903,n3803,0.6672,35,D Lane
n3903,n3902,0.6626,35,40th Street
n3903,n3904,0.6626,35,40th Street
n3904,n3804,0.6672,35,E Lane
n3904,n3903,0.6626,35,40th Street
n3904,n3905,0.6626,35,40th Street
n3904,n3909,3.3129,100,Ring Motorway
n3904,n3400,4.2608,100,Ring Motorway
n3905,n3805,0.6672,60,F Boulevard
n3905,n3904,0.6626,35,40th Street
n3905,n3906,0.6626,35,40th Street
n3906,n3806,0.6672,35,G Lane
n3906,n3905,0.6626,35,40th Street
n3906,n3907,0.6626,35,40th Street
n3907,n3807,0.6672,35,H Lane
n3907,n3906,0.6626,35,40th Street
n3907,n3908,0.6626,35,40th Street
n3908,n3808,0.6672,35,I Lane
n3908,n3907,0.6626,35,40th Street
n3908,n3909,0.6626,35,40th Street
n3909,n3809,0.6672,35,J Lane
n3909,n3908,0.6626,35,40th Street
n3909,n3910,0.6626,35,40th Street
n3909,n3914,3.3129,100,Ring Motorway
n3909,n3904,3.3129,100,Ring Motorway
n3910,n3810,0.6672,60,K Boulevard
n3910,n3909,0.6626,35,40th Street
n3911,n3811,0.6672,35,L Lane
n3911,n3912,0.6626,35,40th Street
n3912,n3812,0.6672,35,M Lane
n3912,n3911,0.6626,35,40th Street
n3912,n3913,0.6626,35,40th Street
n3913,n3813,0.6672,35,N Lane
n3913,n3912,0.6626,35,40th Street
n3913,n3914,0.6626,35,40th Street
n3914,n3814,0.6672,35,O Lane
n3914,n3913,0.6626,35,40th Street
n3914,n3915,0.6626,35,40th Street
n3914,n3919,3.3129,100,Ring Motorway
n3914,n3909,3.3129,100,Ring Motorway
n3915,n3815,0.6672,60,P Boulevard
n3915,n3914,0.6626,35,40th Street
n3915,n3916,0.6626,35,40th Street
n3916,n3816,0.6672,35,Q Lane
n3916,n3915,0.6626,35,40th Street
n3916,n3917,0.6626,35,40th Street
n3917,n3817,0.6672,35,R Lane
n3917,n3916,0.6626,35,40th Street
n3917,n3918,0.6626,35,40th Street
n3918,n3818,0.6672,35,S Lane
n3918,n3917,0.6626,35,40th Street
n3919,n3819,0.6672,35,T Lane
n3919,n3920,0.6626,35,40th Street
n3919,n3924,3.3129,100,Ring Motorway
n3919,n3914,3.3129,100,Ring Motorway
n3920,n3820,0.6672,60,U Boulevard
n3920,n3919,0.6626,35,40th Street
n3920,n3921,0.6626,35,40th Street
n3921,n3821,0.6672,35,V Lane
n3921,n3920,0.6626,35,40th Street
n3921,n3922,0.6626,35,40th Street
n3922,n3822,0.6672,35,W Lane
n3922,n3921,0.6626,35,40th Street
n3922,n3923,0.6626,35,40th Street
n3923,n3823,0.6672,35,X Lane
n3923,n3922,0.6626,35,40th Street
n3923,n3924,0.6626,35,40th Street
n3924,n3824,0.6672,35,Y Lane
n3924,n3923,0.6626,35,40th Street
n3924,n3925,0.6626,35,40th Street
n3924,n3929,3.3129,100,Ring Motorway
n3924,n3919,3.3129,100,Ring Motorway
n3925,n3825,0.6672,60,Z Boulevard
n3925,n3924,0.6626,35,40th Street
n3925,n3926,0.6626,35,40th Street
n3926,n3826,0.6672,35,AA Lane
n3926,n3925,0.6626,35,40th Street
n3927,n3827,0.6672,35,AB Lane
n3927,n3928,0.6626,35,40th Street
